ID,Duration,Start,End,Power
284,6.56,2016-06-15 17:39:45.713,2016-06-16 00:13:31.633,44.57
285,5.83,2016-06-16 00:13:35.543,2016-06-16 06:03:31.260,32.5
286,6.74,2016-06-16 06:40:45.220,2016-06-16 13:24:55.420,37.38
287,11.11,2016-06-16 13:34:43.670,2016-06-17 00:41:09.703,34.26
288,6.51,2016-06-17 01:02:53.757,2016-06-17 07:33:19.920,37.8
289,8.92,2016-06-17 08:13:16.970,2016-06-17 17:08:18.770,47.52
290,21.6,2016-06-17 20:12:38.873,2016-06-18 17:48:25.137,33.24
291,19.99,2016-06-18 18:04:41.353,2016-06-19 14:04:17.507,36.26
292,6.45,2016-06-20 00:00:55.213,2016-06-20 06:27:39.957,33.68
293,6.23,2016-06-20 06:49:44.010,2016-06-20 13:03:41.210,41.88
294,6.7,2016-06-20 13:11:14.450,2016-06-20 19:53:05.457,43.81
295,5.87,2016-06-20 19:53:12.050,2016-06-21 01:45:32.677,39.95
296,5.9,2016-06-21 01:45:42.530,2016-06-21 07:39:56.633,34.29
297,7.49,2016-06-21 08:00:22.793,2016-06-21 15:29:53.087,43.27
298,6.22,2016-06-21 17:47:48.640,2016-06-22 00:01:06.900,41.72
299,6.91,2016-06-22 00:01:10.977,2016-06-22 06:55:33.700,40.06
300,6.96,2016-06-22 07:18:42.093,2016-06-22 14:16:15.053,36.67
301,6.95,2016-06-22 14:24:13.513,2016-06-22 21:21:08.730,30.77
302,6.95,2016-06-23 15:14:26.877,2016-06-23 22:11:09.017,39.04
303,6.68,2016-06-23 22:11:14.180,2016-06-24 04:52:13.097,43.04
304,6.46,2016-06-24 05:09:15.610,2016-06-24 11:36:47.230,31.53
305,6.42,2016-06-24 11:47:36.793,2016-06-24 18:12:43.583,37.39
306,17.83,2016-06-24 20:57:53.737,2016-06-25 14:47:33.503,33.5
307,35.72,2016-06-25 15:16:26.017,2016-06-27 02:59:50.620,42.08
308,6.91,2016-06-27 06:06:57.510,2016-06-27 13:01:18.393,32.23
309,8.34,2016-06-27 13:10:04.533,2016-06-27 21:30:24.483,40.5
310,5.92,2016-06-27 21:30:29.063,2016-06-28 03:25:44.220,49.06
311,6.5,2016-06-28 04:14:31.547,2016-06-28 10:44:20.980,35.56
312,7.55,2016-06-28 10:44:30.280,2016-06-28 18:17:29.067,31.06
313,6.2,2016-06-28 18:36:14.487,2016-06-29 00:48:28.850,34.41
314,6.15,2016-06-29 00:48:33.670,2016-06-29 06:57:29.207,36.81
315,5.9,2016-06-29 07:39:37.300,2016-06-29 13:33:38.083,39.41
316,6.63,2016-06-29 13:51:07.053,2016-06-29 20:29:03.873,38.22
317,6.53,2016-06-29 20:29:08.450,2016-06-30 03:01:10.037,42.86
318,6.11,2016-06-30 03:19:57.297,2016-06-30 09:26:41.370,44.96
319,5.75,2016-06-30 09:53:32.723,2016-06-30 15:38:31.367,43.75
320,5.66,2016-06-30 16:05:17.123,2016-06-30 21:45:09.980,31.65
321,9.68,2016-06-30 21:45:13.867,2016-07-01 07:26:14.817,38.19
322,11.15,2016-07-01 12:55:54.117,2016-07-02 00:04:50.440,46.08
323,25.18,2016-07-02 00:24:38.013,2016-07-03 01:35:39.443,35.17
324,20.89,2016-07-03 01:35:44.590,2016-07-03 22:29:20.820,37.12
325,6.9,2016-07-04 08:03:46.097,2016-07-04 14:57:52.880,32.57
326,6.39,2016-07-04 15:29:16.100,2016-07-04 21:52:29.670,48.35
327,24.64,2016-07-04 22:09:49.427,2016-07-05 22:47:57.297,37.56
328,6.02,2016-07-05 23:10:19.707,2016-07-06 05:11:42.460,35.19
329,6.4,2016-07-06 05:21:24.040,2016-07-06 11:45:23.403,35.99
330,6.7,2016-07-06 12:04:42.737,2016-07-06 18:46:24.870,45.25
331,7.0,2016-07-06 19:08:31.183,2016-07-07 02:08:21.247,48.99
332,5.95,2016-07-07 02:08:24.657,2016-07-07 08:05:27.080,49.8
333,5.78,2016-07-07 08:14:15.463,2016-07-07 14:00:53.867,30.67
334,47.62,2016-07-08 13:39:36.393,2016-07-10 13:16:37.983,42.62
335,6.12,2016-07-11 13:59:38.407,2016-07-11 20:06:42.260,30.2
336,8.29,2016-07-11 20:25:04.023,2016-07-12 04:42:22.860,32.07
337,4.71,2016-07-12 05:03:20.690,2016-07-12 09:45:55.253,31.84
338,5.82,2016-07-13 06:26:09.470,2016-07-13 12:15:36.513,41.79
339,6.07,2016-07-14 01:46:58.093,2016-07-14 07:51:13.997,39.36
340,7.17,2016-07-14 08:00:48.797,2016-07-14 15:10:54.023,42.48
341,6.5,2016-07-14 15:16:21.890,2016-07-14 21:46:37.477,42.56
342,5.91,2016-07-25 10:49:20.083,2016-07-25 16:43:52.900,34.87
343,6.6,2016-07-25 17:17:20.003,2016-07-25 23:53:22.383,39.31
344,6.17,2016-07-26 00:10:49.743,2016-07-26 06:21:19.427,47.36
345,5.71,2016-07-26 06:39:36.283,2016-07-26 12:22:10.067,33.42
346,6.19,2016-07-26 12:39:00.307,2016-07-26 18:50:26.977,46.52
347,5.76,2016-07-26 19:05:40.487,2016-07-27 00:51:18.083,43.77
348,6.02,2016-07-27 00:59:49.417,2016-07-27 07:00:57.337,38.1
349,6.64,2016-07-27 07:25:00.990,2016-07-27 14:03:27.600,33.08
350,5.62,2016-07-27 14:10:42.007,2016-07-27 19:47:43.773,44.64
351,17.38,2016-07-27 20:06:34.353,2016-07-28 13:29:17.497,34.65
352,6.89,2016-07-28 16:14:33.750,2016-07-28 23:07:50.263,37.26
353,7.91,2016-07-28 23:28:09.530,2016-07-29 07:22:40.873,48.11
354,15.28,2016-07-29 12:17:49.697,2016-07-30 03:34:22.633,39.12
355,18.61,2016-07-30 03:56:59.363,2016-07-30 22:33:24.660,42.86
356,14.76,2016-07-30 23:04:20.193,2016-07-31 13:49:47.597,35.49
357,13.74,2016-07-31 23:40:27.027,2016-08-01 13:24:37.890,42.55
358,7.64,2016-08-01 14:00:16.080,2016-08-01 21:38:46.953,39.45
359,7.99,2016-08-03 01:02:03.840,2016-08-03 09:01:24.340,42.13
360,6.32,2016-08-03 09:13:36.117,2016-08-03 15:32:51.477,44.24
361,6.56,2016-08-03 15:32:57.090,2016-08-03 22:06:37.577,39.5
362,5.89,2016-08-03 22:06:42.120,2016-08-04 03:59:53.847,41.07
363,5.8,2016-08-04 04:13:40.413,2016-08-04 10:01:27.160,42.32
364,16.64,2016-08-04 22:18:46.633,2016-08-05 14:56:56.477,42.7
365,32.72,2016-08-05 15:14:37.057,2016-08-06 23:57:40.423,46.13
366,18.6,2016-08-07 00:17:48.303,2016-08-07 18:53:58.343,45.15
367,6.71,2016-08-08 06:23:21.450,2016-08-08 13:05:40.920,39.86
368,6.18,2016-08-08 13:05:44.923,2016-08-08 19:16:44.250,43.55
369,12.62,2016-08-09 04:08:01.463,2016-08-09 16:44:57.107,49.01
370,5.79,2016-08-09 17:00:01.240,2016-08-09 22:47:11.047,31.02
371,6.5,2016-08-09 23:03:35.850,2016-08-10 05:33:39.590,35.13
372,6.97,2016-08-10 06:10:10.407,2016-08-10 13:08:26.950,46.93
373,6.47,2016-08-10 13:15:09.200,2016-08-10 19:43:18.173,48.36
374,6.39,2016-08-10 19:43:24.883,2016-08-11 02:06:36.750,47.17
375,6.98,2016-08-11 02:06:41.000,2016-08-11 09:05:25.047,40.92
376,8.63,2016-08-11 09:31:55.000,2016-08-11 18:09:40.617,41.61
377,6.61,2016-08-11 18:23:57.563,2016-08-12 01:00:25.920,49.06
378,22.8,2016-08-12 05:30:55.143,2016-08-13 04:18:42.067,33.57
379,23.29,2016-08-13 05:06:01.900,2016-08-14 04:23:25.503,31.37
380,7.06,2016-08-17 06:23:40.080,2016-08-17 13:27:00.973,35.21
381,6.38,2016-08-17 13:30:23.813,2016-08-17 19:53:01.230,42.72
382,6.57,2016-08-17 20:25:56.200,2016-08-18 03:00:23.353,34.3
383,24.51,2016-08-18 03:37:28.763,2016-08-19 04:07:58.537,36.59
384,6.21,2016-08-19 04:31:20.580,2016-08-19 10:43:39.357,44.65
385,6.27,2016-08-19 11:46:09.357,2016-08-19 18:02:27.470,37.88
386,5.85,2016-08-19 21:26:35.400,2016-08-20 03:17:23.517,31.92
387,14.13,2016-08-20 05:47:35.260,2016-08-20 19:55:27.570,34.43
388,30.98,2016-08-20 20:14:16.487,2016-08-22 03:13:01.893,37.47
389,7.92,2016-08-22 10:53:28.793,2016-08-22 18:48:48.200,47.88
390,12.42,2016-08-22 19:11:37.980,2016-08-23 07:36:56.080,35.71
391,6.63,2016-08-23 08:03:22.270,2016-08-23 14:41:10.007,39.63
392,7.42,2016-08-23 15:01:04.300,2016-08-23 22:26:08.597,37.07
393,6.06,2016-08-23 22:41:18.080,2016-08-24 04:44:51.020,42.85
394,27.3,2016-08-24 05:24:20.097,2016-08-25 08:42:24.583,38.31
395,7.11,2016-08-25 09:35:48.520,2016-08-25 16:42:36.880,47.32
396,7.43,2016-08-25 16:42:44.747,2016-08-26 00:08:34.530,49.79
397,6.69,2016-08-26 00:08:40.563,2016-08-26 06:49:58.737,42.36
398,22.12,2016-08-26 09:24:07.793,2016-08-27 07:31:23.310,40.55
399,21.64,2016-08-27 08:33:06.380,2016-08-28 06:11:43.910,37.74
400,15.86,2016-08-28 06:11:49.140,2016-08-28 22:03:10.860,33.45
401,7.53,2016-08-29 20:18:15.243,2016-08-30 03:49:51.413,45.68
402,9.65,2016-08-30 03:49:58.780,2016-08-30 13:29:09.890,38.52
403,6.02,2016-08-30 13:43:36.087,2016-08-30 19:45:04.833,35.59
404,6.25,2016-08-30 21:33:05.957,2016-08-31 03:48:07.730,39.86
405,6.85,2016-08-31 04:09:33.780,2016-08-31 11:00:40.497,38.63
406,5.75,2016-08-31 11:26:35.800,2016-08-31 17:11:36.850,43.39
407,5.98,2016-08-31 18:10:36.073,2016-09-01 00:09:26.147,30.74
408,6.33,2016-09-01 12:57:18.487,2016-09-01 19:16:57.447,47.77
409,26.2,2016-09-02 04:55:37.983,2016-09-03 07:07:42.337,37.25
410,21.48,2016-09-03 07:57:04.843,2016-09-04 05:26:09.557,40.39
411,19.21,2016-09-04 05:50:52.093,2016-09-05 01:03:11.003,43.98
412,6.32,2016-09-05 16:27:10.223,2016-09-05 22:46:05.990,34.55
413,6.51,2016-09-05 22:46:09.717,2016-09-06 05:17:02.840,46.97
414,16.33,2016-09-06 09:07:01.970,2016-09-07 01:26:42.433,48.64
415,6.94,2016-09-07 01:26:47.447,2016-09-07 08:23:03.930,48.35
416,14.96,2016-09-07 08:52:08.373,2016-09-07 23:49:44.517,34.74
417,7.96,2016-09-07 23:49:49.170,2016-09-08 07:47:30.720,45.72
418,10.46,2016-09-08 08:21:17.427,2016-09-08 18:48:59.240,38.75
419,15.48,2016-09-09 11:42:59.177,2016-09-10 03:11:30.757,30.74
420,28.36,2016-09-10 03:11:44.077,2016-09-11 07:33:22.033,30.94
421,11.84,2016-09-11 08:02:35.590,2016-09-11 19:52:51.987,36.18
422,21.96,2016-09-11 20:07:45.747,2016-09-12 18:05:13.550,38.64
423,6.7,2016-09-15 05:47:58.793,2016-09-15 12:30:13.870,38.68
424,28.63,2016-09-15 12:30:17.823,2016-09-16 17:08:19.147,41.02
425,6.07,2016-09-16 17:08:22.413,2016-09-16 23:12:28.363,47.61
426,15.27,2016-09-17 02:57:05.530,2016-09-17 18:13:31.170,32.51
427,34.29,2016-09-17 18:31:08.503,2016-09-19 04:48:22.130,35.62
428,6.16,2016-09-19 13:05:19.467,2016-09-19 19:14:57.257,42.45
429,7.93,2016-09-19 19:46:09.100,2016-09-20 03:42:07.507,46.91
430,7.34,2016-09-20 03:42:12.533,2016-09-20 11:02:51.133,45.39
431,6.63,2016-09-20 11:05:36.050,2016-09-20 17:43:12.833,38.34
432,10.79,2016-09-20 17:53:07.933,2016-09-21 04:40:33.417,36.21
433,7.44,2016-09-21 04:41:06.913,2016-09-21 12:07:38.270,47.77
434,6.37,2016-09-21 12:17:13.093,2016-09-21 18:39:11.203,39.21
435,8.77,2016-09-21 18:45:12.337,2016-09-22 03:31:08.540,36.99
436,6.17,2016-09-22 06:00:04.930,2016-09-22 12:10:21.820,42.65
437,4.44,2016-09-22 12:24:09.637,2016-09-22 16:50:17.393,45.45
438,13.46,2016-09-23 15:19:49.787,2016-09-24 04:47:39.513,33.23
439,16.21,2016-09-24 05:09:00.813,2016-09-24 21:21:19.670,41.8
440,14.74,2016-09-24 22:13:50.590,2016-09-25 12:58:10.137,35.01
441,6.65,2016-09-25 21:50:25.727,2016-09-26 04:29:10.243,37.36
442,7.13,2016-09-26 04:29:13.730,2016-09-26 11:37:02.857,40.51
443,6.61,2016-09-26 11:37:07.110,2016-09-26 18:13:51.940,39.66
444,11.72,2016-09-27 00:41:09.667,2016-09-27 12:24:09.983,43.92
445,6.56,2016-09-27 12:24:13.307,2016-09-27 18:58:01.953,49.74
446,6.63,2016-09-27 18:58:06.150,2016-09-28 01:36:04.310,38.56
447,8.72,2016-09-28 01:36:12.787,2016-09-28 10:19:34.480,32.52
448,6.79,2016-09-28 10:19:38.173,2016-09-28 17:06:49.227,32.01
449,8.7,2016-09-28 17:06:53.050,2016-09-29 01:49:10.493,42.47
450,39.7,2016-09-29 01:49:14.973,2016-09-30 17:31:16.040,47.97
451,61.44,2016-09-30 17:31:20.227,2016-10-03 06:57:49.713,48.9
452,42.97,2016-10-01 05:07:43.780,2016-10-03 00:06:13.000,38.58
453,6.87,2016-10-03 00:06:18.547,2016-10-03 06:58:37.430,42.26
454,15.53,2016-10-03 06:58:43.160,2016-10-03 22:30:22.317,36.69
455,6.38,2016-10-03 22:30:28.080,2016-10-04 04:53:12.457,42.56
456,9.32,2016-10-04 04:53:19.177,2016-10-04 14:12:30.967,44.53
457,6.37,2016-10-04 14:12:36.030,2016-10-04 20:34:57.117,44.09
458,6.52,2016-10-04 20:35:02.837,2016-10-05 03:06:19.060,34.0
459,9.21,2016-10-05 03:06:24.113,2016-10-05 12:19:05.390,40.24
460,6.82,2016-10-05 12:19:09.167,2016-10-05 19:08:05.917,47.18
461,7.63,2016-10-05 19:08:09.610,2016-10-06 02:45:45.420,46.32
462,6.8,2016-10-06 02:45:48.067,2016-10-06 09:34:03.540,37.77
463,10.17,2016-10-06 09:34:33.417,2016-10-06 19:44:41.700,39.67
464,13.59,2016-10-06 19:44:46.110,2016-10-07 09:20:06.350,49.69
465,13.26,2016-10-07 09:20:25.550,2016-10-07 22:35:44.170,42.47
466,47.57,2016-10-07 22:36:13.203,2016-10-09 22:10:08.477,40.6
467,7.63,2016-10-09 22:10:14.660,2016-10-10 05:48:16.117,31.99
468,8.65,2016-10-10 05:48:19.647,2016-10-10 14:27:18.423,32.06
469,7.93,2016-10-10 14:27:22.920,2016-10-10 22:23:21.890,43.06
470,28.66,2016-10-10 22:23:29.233,2016-10-12 03:02:51.777,47.27
471,6.61,2016-10-12 03:02:56.077,2016-10-12 09:39:49.413,31.04
472,6.26,2016-10-12 09:39:52.307,2016-10-12 15:55:15.867,46.76
473,11.48,2016-10-12 15:55:19.910,2016-10-13 03:24:20.593,46.8
474,6.09,2016-10-13 03:24:31.617,2016-10-13 09:30:09.460,42.47
475,5.05,2016-10-13 09:30:14.523,2016-10-13 14:33:16.600,34.19
476,32.12,2016-10-13 14:33:38.323,2016-10-14 22:40:54.523,43.67
477,15.53,2016-10-14 22:41:14.240,2016-10-15 14:13:08.830,34.98
478,9.97,2016-10-15 14:13:19.003,2016-10-16 00:11:27.223,48.57
479,29.06,2016-10-16 00:11:33.340,2016-10-17 05:14:56.927,45.6
480,7.54,2016-10-17 05:15:04.460,2016-10-17 12:47:32.907,31.19
481,7.62,2016-10-17 12:47:35.963,2016-10-17 20:24:36.817,31.83
482,12.48,2016-10-17 20:24:40.650,2016-10-18 08:53:14.403,39.13
483,6.6,2016-10-18 08:53:21.900,2016-10-18 15:29:36.230,48.75
484,8.0,2016-10-18 15:29:39.263,2016-10-18 23:29:42.417,46.25
485,6.52,2016-10-18 23:29:46.603,2016-10-19 06:01:00.627,38.06
486,6.39,2016-10-19 06:01:06.863,2016-10-19 12:24:45.330,47.2
487,8.74,2016-10-19 12:24:50.510,2016-10-19 21:09:13.093,36.92
488,6.1,2016-10-19 21:09:22.583,2016-10-20 03:15:07.553,46.25
489,15.75,2016-10-20 03:15:12.840,2016-10-20 19:00:22.570,41.44
490,6.52,2016-10-20 19:00:30.783,2016-10-21 01:31:43.450,38.13
491,16.7,2016-10-21 01:31:47.053,2016-10-21 18:13:49.727,31.95
492,9.2,2016-10-21 18:13:54.020,2016-10-22 03:26:00.907,44.97
493,25.52,2016-10-22 03:26:06.750,2016-10-23 04:57:11.910,35.3
494,10.93,2016-10-23 04:57:18.007,2016-10-23 15:53:10.107,31.18
495,7.4,2016-10-24 12:19:00.800,2016-10-24 19:43:05.613,37.26
496,20.08,2016-10-24 19:43:09.953,2016-10-25 15:48:01.427,48.67
497,8.2,2016-10-25 15:48:10.083,2016-10-26 00:00:23.257,46.47
498,13.93,2016-10-26 00:00:26.653,2016-10-26 13:56:24.367,39.33
499,6.59,2016-10-26 00:01:31.867,2016-10-26 06:37:13.470,43.11
500,8.08,2016-10-26 13:56:29.583,2016-10-26 22:01:24.000,46.58
501,7.13,2016-10-26 22:01:27.710,2016-10-27 05:09:02.227,48.32
502,6.29,2016-10-27 05:09:07.010,2016-10-27 11:26:38.237,45.8
503,6.48,2016-10-27 11:26:44.560,2016-10-27 17:55:40.807,48.84
504,8.48,2016-10-27 17:55:51.050,2016-10-28 02:24:27.987,42.86
505,11.58,2016-10-28 02:24:32.850,2016-10-28 13:59:29.780,34.53
506,42.48,2016-10-28 13:59:35.510,2016-10-30 08:28:28.117,40.28
507,6.34,2016-11-02 11:29:00.697,2016-11-02 17:49:24.983,39.49
508,6.62,2016-11-02 17:49:28.663,2016-11-03 00:26:26.657,30.8
509,6.69,2016-11-03 00:26:31.617,2016-11-03 07:08:10.577,38.88
510,4.58,2016-11-03 09:30:51.227,2016-11-03 14:05:29.513,48.65
511,8.69,2016-11-03 14:05:33.483,2016-11-03 22:47:09.867,34.68
512,5.75,2016-11-03 22:47:15.887,2016-11-04 04:32:20.133,42.29
513,12.96,2016-11-04 04:32:23.783,2016-11-04 17:29:46.770,45.03
514,11.96,2016-11-04 17:29:50.770,2016-11-05 05:27:33.063,49.34
515,15.66,2016-11-05 05:43:29.270,2016-11-05 21:23:04.297,48.49
516,35.39,2016-11-05 21:23:07.780,2016-11-07 08:46:27.153,43.98
517,6.05,2016-11-07 08:46:35.097,2016-11-07 14:49:42.897,46.95
518,24.13,2016-11-07 14:49:45.460,2016-11-08 14:57:29.640,40.86
519,7.46,2016-11-08 14:57:33.523,2016-11-08 22:24:57.287,35.67
520,6.76,2016-11-08 22:25:02.017,2016-11-09 05:10:25.513,33.65
521,8.92,2016-11-09 05:10:35.617,2016-11-09 14:05:36.820,46.52
522,17.0,2016-11-09 14:05:41.503,2016-11-10 07:05:46.617,33.92
523,6.29,2016-11-10 07:05:49.773,2016-11-10 13:23:09.500,45.73
524,14.48,2016-11-10 13:23:13.880,2016-11-11 03:52:17.600,31.74
525,48.82,2016-11-11 03:52:23.997,2016-11-13 04:41:30.100,47.59
526,30.73,2016-11-13 04:41:34.897,2016-11-14 11:25:38.817,42.13
527,6.78,2016-11-14 11:25:43.057,2016-11-14 18:12:32.487,45.21
528,6.55,2016-11-14 18:12:35.390,2016-11-15 00:45:28.777,49.22
529,5.95,2016-11-15 00:45:32.320,2016-11-15 06:42:33.230,43.85
530,6.4,2016-11-15 06:42:37.320,2016-11-15 13:06:32.610,49.45
531,6.56,2016-11-15 13:06:36.083,2016-11-15 19:39:55.903,38.95
532,6.58,2016-11-15 19:39:59.623,2016-11-16 02:14:46.797,45.81
533,6.35,2016-11-16 02:14:51.517,2016-11-16 08:35:40.067,42.99
534,7.31,2016-11-16 08:35:43.570,2016-11-16 15:54:32.460,41.25
535,6.12,2016-11-16 15:54:40.383,2016-11-16 22:02:03.680,49.1
536,5.65,2016-11-16 22:02:07.963,2016-11-17 03:40:53.470,45.76
537,34.86,2016-11-17 03:40:57.920,2016-11-18 14:32:27.963,47.16
538,35.35,2016-11-18 14:32:30.487,2016-11-20 01:53:44.600,43.02
539,8.11,2016-11-20 22:28:59.877,2016-11-21 06:35:31.957,49.21
540,5.89,2016-11-21 06:35:36.217,2016-11-21 12:29:08.137,44.18
541,7.09,2016-11-21 12:29:11.960,2016-11-21 19:34:25.543,39.89
542,7.53,2016-11-21 19:34:30.640,2016-11-22 03:06:10.133,47.24
543,5.9,2016-11-22 03:06:13.957,2016-11-22 09:00:12.407,46.57
544,6.63,2016-11-22 09:00:15.073,2016-11-22 15:38:09.573,34.64
545,6.68,2016-11-22 15:38:13.200,2016-11-22 22:19:03.870,44.82
546,6.48,2016-11-22 22:19:07.007,2016-11-23 04:47:53.173,38.97
547,6.3,2016-11-23 04:47:56.227,2016-11-23 11:06:02.437,34.47
548,8.1,2016-11-23 11:06:05.307,2016-11-23 19:12:03.387,48.62
549,6.81,2016-11-23 19:12:07.280,2016-11-24 02:00:57.183,32.52
550,26.07,2016-11-24 02:01:01.077,2016-11-25 04:05:13.283,40.81
551,18.02,2016-11-25 05:36:02.290,2016-11-25 23:37:06.300,47.96
552,20.62,2016-11-25 23:37:10.570,2016-11-26 20:14:32.650,37.65
553,11.03,2016-11-26 20:14:37.357,2016-11-27 07:16:25.157,36.78
554,31.67,2016-11-27 07:16:31.027,2016-11-28 14:56:39.517,49.72
555,8.9,2016-11-28 18:40:36.457,2016-11-29 03:34:26.560,45.22
556,6.02,2016-11-29 03:34:30.103,2016-11-29 09:35:44.997,49.46
557,6.34,2016-11-29 09:35:49.957,2016-11-29 15:56:26.797,36.87
558,6.81,2016-11-29 15:56:31.287,2016-11-29 22:45:15.833,49.08
559,7.16,2016-11-29 22:45:20.363,2016-11-30 05:54:58.903,34.75
560,10.74,2016-11-30 05:55:02.600,2016-11-30 16:39:27.757,47.04
561,8.37,2016-11-30 16:39:31.613,2016-12-01 01:01:58.383,32.84
562,6.51,2016-12-01 01:02:01.967,2016-12-01 07:32:41.037,30.48
563,5.93,2016-12-01 10:07:53.487,2016-12-01 16:03:44.247,39.3
564,6.86,2016-12-01 16:03:47.580,2016-12-01 22:55:33.830,35.77
