ID,Duration,Start,End,Quantity,Product,Power
466,26.48,2017-03-05 20:54:07.663,2017-03-06 23:23:09.270,3800.0,042938EU,3.13
467,3.62,2017-03-06 23:27:53.800,2017-03-07 03:05:19.427,1000.0,042939EU,3.61
468,33.54,2017-03-07 05:22:54.140,2017-03-08 14:55:24.433,3600.0,043932EU,4.47
469,13.96,2017-03-08 14:55:29.583,2017-03-09 04:53:16.110,1800.0,042932EU,4.05
470,11.72,2017-03-09 04:53:22.253,2017-03-09 16:36:42.423,1300.0,037732CN,3.4
471,6.31,2017-03-09 16:36:46.380,2017-03-09 22:55:10.047,1400.0,023732CN,4.58
472,18.62,2017-03-10 02:14:07.090,2017-03-10 20:51:10.827,4000.0,037767CN,3.98
473,9.12,2017-03-10 20:52:53.820,2017-03-11 05:59:51.450,2000.0,041141EU,4.29
474,28.52,2017-03-11 06:04:26.820,2017-03-12 10:35:46.033,7000.0,043440CN,3.35
475,5.75,2017-03-12 10:49:19.720,2017-03-12 16:34:24.950,1700.0,041149EU,3.85
476,7.71,2017-03-12 16:49:51.810,2017-03-13 00:32:13.583,1000.0,042935EU,3.96
477,15.95,2017-03-13 00:46:10.167,2017-03-13 16:43:06.097,3500.0,028138EU,4.72
478,14.96,2017-03-13 16:43:10.117,2017-03-14 07:41:03.213,1800.0,042932EU,3.05
479,19.26,2017-03-14 08:20:38.263,2017-03-15 03:36:02.053,2300.0,042944EU,4.27
480,40.64,2017-03-15 03:36:05.493,2017-03-16 20:14:18.177,7700.0,042943EU,4.85
481,7.78,2017-03-16 20:14:22.207,2017-03-17 04:01:03.343,1400.0,043942EU,3.81
482,7.05,2017-03-17 04:30:53.290,2017-03-17 11:33:56.787,1400.0,042742EU,3.97
483,41.75,2017-03-17 11:34:03.763,2017-03-19 05:19:14.787,6300.0,044138EU,3.74
484,21.08,2017-03-19 05:37:40.440,2017-03-20 02:42:28.707,5100.0,043448CN,4.08
485,7.54,2017-03-20 02:54:43.403,2017-03-20 10:27:03.130,700.0,043947EU,4.34
486,8.13,2017-03-20 10:32:51.163,2017-03-20 18:40:41.477,400.0,042747EU,3.29
487,34.32,2017-03-20 18:40:52.287,2017-03-22 05:00:08.047,4800.0,042938EU,4.76
488,13.18,2017-03-22 05:00:16.957,2017-03-22 18:11:20.210,2700.0,042939EU,3.02
489,9.68,2017-03-22 18:11:29.313,2017-03-23 03:51:59.460,1800.0,036640EC,4.24
490,9.81,2017-03-23 04:01:56.530,2017-03-23 13:50:48.110,1800.0,043932EU,4.25
491,27.71,2017-03-23 13:50:53.260,2017-03-24 17:33:43.783,3600.0,023732CN,3.39
492,7.29,2017-03-25 00:30:46.147,2017-03-25 07:48:11.443,1400.0,023738CN,4.2
493,19.58,2017-03-25 07:53:07.690,2017-03-26 03:27:56.333,4500.0,037737CN,4.52
494,25.13,2017-03-26 03:39:45.273,2017-03-27 04:47:17.467,3200.0,042943EU,4.24
495,9.84,2017-03-27 04:47:23.133,2017-03-27 14:37:34.260,1500.0,043938EU,4.28
496,8.11,2017-03-27 14:45:17.600,2017-03-27 22:51:58.813,1800.0,043932EU,3.63
497,43.47,2017-03-27 22:54:16.903,2017-03-29 18:22:29.800,6000.0,044138EU,4.43
498,12.0,2017-03-29 21:18:50.520,2017-03-30 09:19:02.743,4500.0,043639EU,4.98
499,19.31,2017-04-27 13:47:01.057,2017-04-28 09:05:41.940,3600.0,037737CN,3.64
500,10.25,2017-04-28 14:33:56.477,2017-04-29 00:48:57.653,600.0,041635EU,4.36
501,18.08,2017-04-29 00:53:36.423,2017-04-29 18:58:20.167,2800.0,042539EU,3.57
502,58.51,2017-04-29 19:14:46.610,2017-05-02 05:45:29.437,5300.0,047868CN,4.67
503,27.01,2017-05-02 06:28:43.573,2017-05-03 09:29:33.953,3200.0,023732CN,4.03
504,20.96,2017-05-03 09:37:22.730,2017-05-04 06:35:04.503,1200.0,042938EU,3.79
505,23.48,2017-05-04 06:35:10.447,2017-05-05 06:03:59.020,4200.0,042939EU,4.1
506,14.43,2017-05-05 06:32:33.783,2017-05-05 20:58:24.417,2000.0,037732CN,3.53
507,31.48,2017-05-05 20:58:30.187,2017-05-07 04:27:15.540,4800.0,023732CN,4.5
508,47.37,2017-05-07 04:27:22.060,2017-05-09 03:49:21.240,6300.0,043932EU,3.92
509,50.01,2017-05-09 03:50:43.190,2017-05-11 05:51:21.090,9000.0,044138EU,3.26
510,16.33,2017-05-11 05:51:26.513,2017-05-11 22:11:10.897,2700.0,028138EU,3.61
511,20.53,2017-05-11 22:11:35.107,2017-05-12 18:43:16.727,3600.0,042943EU,4.34
512,12.18,2017-05-12 18:43:21.933,2017-05-13 06:53:56.930,1000.0,042936EU,4.25
513,225.06,2017-05-13 06:58:48.603,2017-05-22 16:02:24.387,4500.0,042938EU,4.33
514,40.9,2017-05-13 21:06:36.750,2017-05-15 14:00:41.777,3600.0,037737CN,3.93
515,37.32,2017-05-15 14:00:47.953,2017-05-17 03:19:53.033,3000.0,043840CN,3.55
516,9.8,2017-05-17 03:20:04.127,2017-05-17 13:07:48.517,800.0,041671EU,3.81
517,16.08,2017-05-17 13:07:54.380,2017-05-18 05:12:37.307,2700.0,041966EU,3.17
518,17.31,2017-05-18 05:13:01.953,2017-05-18 22:31:48.777,3000.0,043852CN,3.43
519,14.22,2017-05-19 12:20:27.360,2017-05-20 02:33:50.250,3000.0,043948EU,4.66
520,4.26,2017-05-20 07:38:41.797,2017-05-20 11:54:16.250,1000.0,041645EU,3.33
521,24.73,2017-05-20 12:08:50.447,2017-05-21 12:52:47.973,5000.0,042548EU,4.97
522,18.37,2017-05-21 12:59:45.247,2017-05-22 07:22:09.847,4000.0,047868CN,4.33
523,207.01,2017-05-22 16:22:29.587,2017-05-31 07:23:20.010,1.0,042938EU,4.45
524,10.42,2017-05-23 00:02:49.637,2017-05-23 10:27:52.303,2900.0,043932EU,3.27
525,15.97,2017-05-23 10:28:15.570,2017-05-24 02:26:33.877,2300.0,028138EU,3.77
526,322.44,2017-05-24 02:30:39.153,2017-06-06 12:57:18.323,3600.0,037737CN,4.19
527,15.66,2017-05-27 08:10:05.407,2017-05-27 23:49:46.133,2400.0,037732CN,4.11
528,17.22,2017-05-27 23:59:29.407,2017-05-28 17:12:49.403,3000.0,023732CN,3.05
529,77.3,2017-05-28 17:36:16.340,2017-05-31 22:54:26.517,7300.0,044138EU,4.78
530,66.47,2017-05-31 01:21:28.463,2017-06-02 19:49:26.680,3000.0,042938EU,3.4
531,15.69,2017-06-04 03:29:29.487,2017-06-04 19:10:54.143,1800.0,042932EU,3.79
532,41.3,2017-06-04 19:39:26.790,2017-06-06 12:57:25.140,3600.0,043932EU,3.12
533,924.23,2017-06-06 08:30:39.347,2017-07-14 20:44:23.280,2896.0,043639EU,4.16
534,20.69,2017-06-07 01:20:33.803,2017-06-07 22:01:51.750,2300.0,041633EU01,3.19
535,29.25,2017-06-07 22:01:58.080,2017-06-09 03:16:40.250,4500.0,041966EU,3.89
536,12.39,2017-06-09 03:53:30.130,2017-06-09 16:16:48.437,2300.0,042962EU,4.54
537,13.71,2017-06-09 16:17:06.127,2017-06-10 05:59:25.803,2300.0,041662EU,3.66
538,13.48,2017-06-10 08:03:52.397,2017-06-10 21:32:32.500,2700.0,042548EU,3.63
539,3.43,2017-06-10 21:55:34.047,2017-06-11 01:21:34.040,1200.0,041645EU,3.86
540,7.79,2017-06-11 01:52:46.677,2017-06-11 09:40:13.373,1500.0,041659EU,3.95
541,20.02,2017-06-11 09:49:57.963,2017-06-12 05:51:02.590,6000.0,043847CN,4.37
542,15.28,2017-06-12 05:51:11.127,2017-06-12 21:07:45.663,2300.0,041691EU,4.4
543,8.25,2017-06-13 06:21:00.663,2017-06-13 14:36:06.050,1700.0,041649EU,4.2
544,17.84,2017-06-13 14:36:16.497,2017-06-14 08:26:24.293,4000.0,043142EU,3.64
545,38.46,2017-06-14 08:26:30.103,2017-06-15 22:54:12.070,3800.0,041648EU,4.11
546,25.78,2017-06-15 23:26:10.897,2017-06-17 01:13:07.680,3700.0,043140EU,4.0
547,398.15,2017-06-17 04:29:54.340,2017-07-03 18:38:51.570,713.0,041675EU,3.49
548,25.99,2017-06-17 08:37:27.307,2017-06-18 10:36:59.643,4500.0,047868CN,3.11
549,10.64,2017-06-18 10:52:14.240,2017-06-18 21:30:31.263,3000.0,043948EU,3.61
550,5.06,2017-06-18 21:30:41.200,2017-06-19 02:34:32.510,1000.0,041966EU,4.52
551,6.91,2017-06-19 02:59:42.930,2017-06-19 09:54:03.570,1200.0,041671EU,4.36
552,20.17,2017-06-19 09:54:08.450,2017-06-20 06:04:17.603,3600.0,043932EU,4.32
553,12.06,2017-06-20 06:04:23.670,2017-06-20 18:08:15.013,1900.0,042939EU,4.14
554,21.69,2017-06-20 18:16:00.360,2017-06-21 15:57:06.373,1800.0,042932EU,3.89
555,13.64,2017-06-21 15:57:18.570,2017-06-22 05:35:29.290,2700.0,042944EU,3.87
556,30.45,2017-06-22 05:35:35.047,2017-06-23 12:02:24.920,6300.0,042943EU,4.63
557,4.92,2017-06-23 12:09:34.193,2017-06-23 17:04:58.353,1400.0,043942EU,3.18
558,23.22,2017-06-23 17:13:05.540,2017-06-24 16:26:24.397,2000.0,037732CN,4.11
559,16.75,2017-06-24 16:26:31.807,2017-06-25 09:11:21.620,3000.0,023732CN,3.76
560,7.63,2017-06-25 09:11:27.210,2017-06-25 16:49:08.083,1400.0,023738CN,4.01
561,19.69,2017-06-25 16:49:16.500,2017-06-26 12:30:29.217,4500.0,037737CN,4.89
562,35.45,2017-06-26 12:37:15.533,2017-06-28 00:04:16.050,9000.0,043448CN,3.51
563,38.41,2017-06-28 00:04:22.097,2017-06-29 14:29:06.037,6000.0,042938EU,3.64
564,7.06,2017-06-29 14:29:20.100,2017-06-29 21:32:40.660,1500.0,042939EU,3.49
565,39.66,2017-06-29 21:55:55.737,2017-07-01 13:35:49.400,8100.0,044138EU,4.0
566,11.61,2017-07-01 13:43:30.233,2017-07-02 01:20:02.360,2300.0,028138EU,3.92
567,18.27,2017-07-02 01:23:11.240,2017-07-02 19:39:40.287,2700.0,023732CN,3.52
568,14.23,2017-07-03 04:24:17.773,2017-07-03 18:38:06.473,2300.0,041633EU01,4.17
569,17.42,2017-07-03 18:45:37.497,2017-07-04 12:10:53.673,3000.0,042962EU,3.45
570,16.6,2017-07-04 12:10:57.587,2017-07-05 04:47:15.060,2200.0,043852CN,3.55
571,6.02,2017-07-05 04:47:19.240,2017-07-05 10:48:43.847,1500.0,041645EU,4.42
572,32.02,2017-07-05 10:48:48.710,2017-07-06 18:50:02.367,3800.0,042548EU,3.52
573,24.2,2017-07-06 18:50:15.997,2017-07-07 19:02:26.183,2200.0,043840CN,3.86
574,5.41,2017-07-07 19:35:14.090,2017-07-08 01:00:03.567,800.0,041671EU,4.49
575,19.17,2017-07-08 01:04:51.060,2017-07-08 20:15:03.590,3000.0,041966EU,3.49
576,29.04,2017-07-08 20:16:09.487,2017-07-10 01:18:23.910,6000.0,047868CN,4.15
577,14.28,2017-07-10 01:18:39.037,2017-07-10 15:35:44.347,2200.0,037462EU,4.47
578,19.25,2017-07-10 18:40:24.527,2017-07-11 13:55:37.980,3000.0,043136EU01,3.58
579,78.81,2017-07-11 13:55:40.973,2017-07-14 20:44:27.507,1500.0,041659EU,3.98
580,47.23,2017-07-11 19:18:49.140,2017-07-13 18:32:40.097,6500.0,043440CN,4.02
581,15.99,2017-07-13 18:32:45.567,2017-07-14 10:32:01.980,2700.0,043932EU,4.66
582,7.88,2017-07-14 10:38:42.033,2017-07-14 18:31:41.923,1800.0,042932EU,4.71
583,9.97,2017-07-24 09:37:04.150,2017-07-24 19:35:19.557,1800.0,043942EU,4.03
584,7.62,2017-07-24 20:07:45.157,2017-07-25 03:45:11.557,1500.0,043938EU,4.69
585,30.47,2017-07-25 03:45:15.430,2017-07-26 10:13:21.790,4100.0,044138EU,4.54
586,18.67,2017-07-26 10:13:33.770,2017-07-27 04:53:29.757,3600.0,037737CN,4.6
587,12.93,2017-07-27 04:53:34.433,2017-07-27 17:49:39.990,2700.0,028138EU,3.69
588,14.33,2017-07-27 17:49:44.083,2017-07-28 08:09:27.177,3500.0,043440CN,3.16
589,26.75,2017-07-28 08:09:32.057,2017-07-29 10:54:23.117,3800.0,042938EU,3.67
590,19.43,2017-07-29 10:55:13.680,2017-07-30 06:21:04.247,3800.0,042939EU,4.76
591,30.68,2017-07-30 06:35:52.820,2017-07-31 13:16:41.053,6800.0,043448CN,4.51
592,21.51,2017-07-31 13:16:46.580,2017-08-01 10:47:05.177,2200.0,043852CN,4.1
593,50.81,2017-08-01 10:47:08.170,2017-08-03 13:35:56.110,6800.0,043847CN,4.07
594,7.67,2017-08-03 13:42:27.477,2017-08-03 21:22:35.610,1800.0,043821CN,4.08
595,14.13,2017-08-04 00:54:46.813,2017-08-04 15:02:36.053,2300.0,043639EU,3.41
596,12.13,2017-08-04 15:23:08.417,2017-08-05 03:30:48.863,1200.0,043137EU01,3.97
597,31.61,2017-08-05 03:39:34.480,2017-08-06 11:16:26.707,6000.0,043948EU,4.21
598,24.84,2017-08-06 11:16:31.047,2017-08-07 12:06:51.750,6000.0,047868CN,3.17
599,25.17,2017-08-07 12:06:57.857,2017-08-08 13:17:08.250,6000.0,042548EU,3.34
600,21.22,2017-08-08 13:36:05.340,2017-08-09 10:49:14.853,4500.0,041966EU,3.3
601,33.93,2017-08-09 10:49:19.663,2017-08-10 20:45:01.313,5900.0,044138EU,4.09
602,28.62,2017-08-10 20:45:08.910,2017-08-12 01:22:10.980,4000.0,043440CN,4.95
603,40.11,2017-08-12 01:22:17.507,2017-08-13 17:28:38.487,10200.0,043448CN,3.02
604,70.54,2017-08-13 17:29:19.260,2017-08-16 16:01:26.100,1500.0,043938EU,4.97
605,15.83,2017-08-16 16:08:40.493,2017-08-17 07:58:43.853,1500.0,042938EU,4.28
606,28.4,2017-08-17 07:59:08.880,2017-08-18 12:22:51.423,4500.0,042943EU,4.98
607,8.56,2017-08-18 12:22:59.773,2017-08-18 20:56:20.857,1200.0,042936EU,3.56
608,7.81,2017-08-18 21:51:34.287,2017-08-19 05:40:24.540,800.0,042935EU,3.49
609,14.3,2017-08-19 05:40:32.767,2017-08-19 19:58:44.557,2700.0,023732CN,3.4
610,17.28,2017-08-19 20:15:55.493,2017-08-20 13:32:59.797,2300.0,044138EU,3.92
611,28.81,2017-08-20 13:48:04.900,2017-08-21 18:36:23.213,5900.0,037737CN,4.57
612,52.97,2017-08-21 18:36:28.060,2017-08-23 23:34:29.103,2065.0,043136EU01,3.04
613,12.12,2017-08-24 01:47:26.107,2017-08-24 13:54:31.633,2300.0,043136EU01,3.51
614,18.47,2017-08-24 13:54:37.110,2017-08-25 08:22:42.040,3000.0,042567EU,3.3
615,14.61,2017-08-25 08:22:46.900,2017-08-25 22:59:14.763,3000.0,041966EU,3.89
616,16.94,2017-08-25 23:43:16.933,2017-08-26 16:39:39.000,3800.0,047868CN,3.96
617,6.9,2017-08-26 16:56:19.370,2017-08-26 23:50:37.343,1000.0,037262EU,3.23
618,15.47,2017-08-27 01:10:29.690,2017-08-27 16:38:33.610,3500.0,042962EU,4.19
619,46.14,2017-08-27 16:47:55.430,2017-08-29 14:56:15.377,4500.0,043948EU,4.21
620,25.34,2017-08-29 14:56:20.250,2017-08-30 16:17:01.133,3000.0,043840CN,3.13
621,15.53,2017-08-30 16:17:04.480,2017-08-31 07:49:01.760,2200.0,037732CN,3.72
622,13.93,2017-08-31 07:49:06.570,2017-08-31 21:45:09.800,2700.0,023732CN,3.06
623,20.84,2017-08-31 22:00:57.390,2017-09-01 18:51:09.960,3600.0,043932EU,4.01
624,15.36,2017-09-01 18:51:15.310,2017-09-02 10:13:06.477,2300.0,042944EU,4.0
625,13.81,2017-09-02 10:19:15.390,2017-09-03 00:07:59.860,1800.0,043942EU,4.51
626,20.05,2017-09-03 01:08:45.057,2017-09-03 21:11:59.427,4000.0,043440CN,4.27
627,32.19,2017-09-03 21:14:23.640,2017-09-05 05:25:36.917,6800.0,043448CN,3.68
628,9.42,2017-09-05 05:35:23.757,2017-09-05 15:00:30.857,1400.0,023738CN,4.58
629,17.23,2017-09-05 15:19:59.697,2017-09-06 08:33:57.573,1800.0,028138EU,3.32
630,33.22,2017-09-06 08:34:02.650,2017-09-07 17:47:26.433,3400.0,043148EU,4.01
631,37.18,2017-09-07 17:47:30.213,2017-09-09 06:58:22.407,7900.0,043142EU,3.87
632,39.58,2017-09-09 07:26:14.490,2017-09-10 23:00:50.110,7000.0,041966EU,4.35
633,16.48,2017-09-10 23:49:18.763,2017-09-11 16:18:08.850,3500.0,042567EU,3.3
634,24.26,2017-09-11 16:30:14.583,2017-09-12 16:46:00.800,1500.0,043137EU01,3.16
635,49.51,2017-09-12 16:46:06.920,2017-09-14 18:16:48.730,6000.0,043136EU01,4.71
636,52.71,2017-09-14 18:16:54.017,2017-09-16 22:59:46.760,7900.0,043148EU,4.4
637,33.16,2017-09-16 23:14:21.510,2017-09-18 08:23:44.183,6000.0,047868CN,4.4
638,9.09,2017-09-18 08:23:49.440,2017-09-18 17:29:18.250,1000.0,042645EU,3.47
639,13.02,2017-09-18 17:29:24.467,2017-09-19 06:30:54.240,2700.0,041645EU,4.35
640,21.13,2017-09-19 06:31:04.393,2017-09-20 03:38:51.720,3000.0,043146EU,3.35
641,6.7,2017-09-20 03:52:36.623,2017-09-20 10:34:36.740,1000.0,043151EU,3.22
642,19.73,2017-09-20 10:44:04.790,2017-09-21 06:27:44.777,5000.0,041663EU,4.68
643,52.84,2017-09-21 06:58:35.283,2017-09-23 11:48:56.117,2300.0,044132EU,3.54
644,31.17,2017-09-23 14:57:22.703,2017-09-24 22:07:48.723,5900.0,043932EU,3.98
645,12.22,2017-09-24 22:16:03.400,2017-09-25 10:29:30.510,1800.0,042932EU,4.26
646,24.74,2017-09-25 10:29:34.417,2017-09-26 11:13:56.990,2000.0,042938EU,3.72
647,17.67,2017-09-26 11:14:02.533,2017-09-27 04:54:10.463,1400.0,042939EU,3.7
648,35.13,2017-09-27 04:54:19.100,2017-09-28 16:02:00.430,6300.0,044138EU,4.44
649,23.44,2017-09-28 16:14:43.020,2017-09-29 15:41:00.103,2700.0,028138EU,4.13
650,14.56,2017-09-29 15:41:04.543,2017-09-30 06:14:51.393,1100.0,043440CN,4.45
651,20.67,2017-09-30 06:24:34.250,2017-10-01 03:04:28.900,3600.0,037737CN,4.05
652,4.71,2017-10-01 03:12:45.870,2017-10-01 07:55:31.177,800.0,037732CN,4.74
653,16.79,2017-10-01 08:00:09.660,2017-10-02 00:47:40.347,3200.0,023732CN,4.02
654,10.66,2017-10-02 00:59:29.673,2017-10-02 11:38:59.233,1400.0,023738CN,4.52
655,37.66,2017-10-02 11:39:02.653,2017-10-04 01:18:56.400,5300.0,043847CN,4.25
656,3.82,2017-10-04 13:26:33.510,2017-10-04 17:15:42.170,1000.0,037262EU,3.85
657,13.64,2017-10-04 17:15:53.480,2017-10-05 06:54:30.440,2800.0,042962EU,4.02
658,15.5,2017-10-05 06:54:37.847,2017-10-05 22:24:20.037,3000.0,043840CN,3.88
659,16.17,2017-10-05 22:24:26.090,2017-10-06 14:34:54.307,3000.0,043948EU,3.51
660,15.62,2017-10-06 14:34:59.620,2017-10-07 06:12:25.233,3000.0,041645EU,4.19
661,27.07,2017-10-07 06:24:13.883,2017-10-08 09:28:36.393,3800.0,042567EU,4.16
662,8.66,2017-10-08 09:42:34.087,2017-10-08 18:22:23.290,2200.0,041671EU,3.34
663,17.52,2017-10-08 18:28:03.690,2017-10-09 11:59:26.287,6000.0,041663EU,4.49
664,45.75,2017-10-09 11:59:32.590,2017-10-11 09:44:34.650,6300.0,044138EU,3.24
665,36.01,2017-10-11 09:44:45.923,2017-10-12 21:45:25.820,2700.0,044132EU,3.28
666,24.47,2017-10-12 21:45:30.867,2017-10-13 22:13:44.107,3700.0,043932EU,4.92
667,10.21,2017-10-14 01:16:39.947,2017-10-14 11:29:23.720,1800.0,042932EU,3.23
668,16.04,2017-10-14 11:46:44.997,2017-10-15 03:49:13.980,2300.0,042944EU,3.59
669,11.49,2017-10-15 00:20:54.583,2017-10-15 11:50:07.630,1500.0,043938EU,3.93
670,7.25,2017-10-15 12:06:59.357,2017-10-15 19:22:13.843,1000.0,042936EU,3.33
671,36.71,2017-10-15 19:32:19.313,2017-10-17 08:14:40.193,1100.0,042938EU,3.53
672,10.45,2017-10-17 08:14:46.123,2017-10-17 18:41:53.483,1200.0,042939EU,4.88
673,36.88,2017-10-17 18:51:00.700,2017-10-19 07:43:52.363,6800.0,043448CN,4.24
674,30.92,2017-10-19 07:44:04.083,2017-10-20 14:39:27.210,7000.0,043440CN,4.85
675,7.56,2017-10-20 14:39:37.060,2017-10-20 22:13:24.907,1300.0,037732CN,3.56
676,25.79,2017-10-20 22:13:29.917,2017-10-22 00:00:53.723,4200.0,023732CN,4.36
677,26.78,2017-10-22 00:21:06.160,2017-10-23 03:08:06.417,4500.0,037737CN,3.52
678,12.77,2017-10-23 03:14:46.417,2017-10-23 16:00:50.230,3000.0,043440CN,4.24
679,16.65,2017-10-23 16:21:52.940,2017-10-24 09:00:57.430,4000.0,043448CN,4.31
680,19.58,2017-10-24 08:51:12.930,2017-10-25 04:25:44.700,800.0,042567EU,4.19
681,8.17,2017-10-25 04:25:49.377,2017-10-25 12:36:17.027,1200.0,041671EU,3.58
682,35.64,2017-10-25 04:36:07.117,2017-10-26 16:14:42.260,4000.0,041966EU,4.63
683,8.64,2017-10-26 16:14:47.100,2017-10-27 00:53:02.923,1000.0,042645EU,3.01
684,11.87,2017-10-27 00:53:07.710,2017-10-27 12:45:15.690,1500.0,041645EU,3.91
685,37.57,2017-10-27 13:03:16.583,2017-10-29 02:37:42.920,6500.0,042548EU,4.22
686,18.34,2017-10-29 02:50:58.017,2017-10-29 21:11:29.730,4500.0,043948EU,3.77
687,19.13,2017-11-02 14:24:06.000,2017-11-03 09:31:59.173,3000.0,041646EU,3.24
688,10.88,2017-11-03 09:32:02.993,2017-11-03 20:24:48.920,2200.0,043847CN,3.44
689,7.61,2017-11-03 20:24:54.580,2017-11-04 04:01:17.317,1200.0,041659EU,3.99
690,25.12,2017-11-04 05:21:33.833,2017-11-05 06:29:02.567,6000.0,047868CN,3.01
691,12.25,2017-11-05 06:43:00.720,2017-11-05 18:57:50.273,3000.0,043852CN,3.77
692,13.73,2017-11-05 20:19:29.257,2017-11-06 10:03:14.930,2500.0,042962EU,4.99
693,36.36,2017-11-06 10:03:27.553,2017-11-07 22:25:08.950,6800.0,043448CN,4.5
694,21.72,2017-11-08 06:24:28.147,2017-11-09 04:07:30.993,2700.0,028138EU,4.35
695,50.54,2017-11-09 04:07:41.350,2017-11-11 06:40:22.480,7200.0,044138EU,3.62
696,14.61,2017-11-11 07:02:34.997,2017-11-11 21:39:04.470,2200.0,037732CN,4.56
697,34.72,2017-11-11 22:22:29.897,2017-11-13 09:05:36.340,5000.0,023732CN,4.61
698,46.16,2017-11-13 09:05:41.723,2017-11-15 07:15:20.500,7000.0,043440CN,3.41
